symbol	company	identifier	sedol	weight	sector	shares_held	local_currency
VICI	VICI PROPERTIES INC	925652109	BYWH073	5.182102554801993e-4	-	12344895	USD
CTSH	COGNIZANT TECH SOLUTIONS A	192446102	2257019	5.167141234751559e-4	-	5518637	USD
DOW	DOW INC	260557103	BHXCF84	5.156568568582587e-4	-	8290095	USD
TPR	TAPESTRY INC	876030107	BF09HX3	5.154972694443873e-4	-	2336131	USD
TDY	TELEDYNE TECHNOLOGIES INC	879360105	2503477	5.125748249278692e-4	-	542594	USD
JBL	JABIL INC	466313103	2471789	5.064406837071913e-4	-	1218167	USD
EIX	EDISON INTERNATIONAL	281020107	2829515	5.037077492446453e-4	-	4478239	USD
IR	INGERSOLL RAND INC	45687V106	BL5GZ82	5.022614883064367e-4	-	4107013	USD
PPL	PPL CORP	69351T106	2680905	5.017627776380889e-4	-	8554438	USD
EXR	EXTRA SPACE STORAGE INC	30225T102	B02HWR9	4.99468708563689e-4	-	2466110	USD
CNP	CENTERPOINT ENERGY INC	15189T107	2440637	4.990797142423777e-4	-	7548643	USD
DOV	DOVER CORP	260003108	2278407	4.930852120088372e-4	-	1556002	USD
WDAY	WORKDAY INC CLASS A	98138H101	B8K6ZD1	4.8481658912763063e-4	-	2457549	USD
WTW	WILLIS TOWERS WATSON PLC	G96629103	BDB6Q21	4.8208365466508474e-4	-	1096781	USD
BIIB	BIOGEN INC	09062X103	2455965	4.7954023025651094e-4	-	1706930	USD
AWK	AMERICAN WATER WORKS CO INC	030420103	B2R3PV1	4.7409430975815293e-4	-	2267242	USD
EXPE	EXPEDIA GROUP INC	30212P303	B748CK2	4.732664500486956e-4	-	1359832	USD
HUBB	HUBBELL INC	443510607	BDFG6S3	4.700647275579028e-4	-	614523	USD
FE	FIRSTENERGY CORP	337932107	2100920	4.6814967859144715e-4	-	6009583	USD
NTRS	NORTHERN TRUST CORP	665859104	2648668	4.6450909071250825e-4	-	2148830	USD
MTD	METTLER TOLEDO INTERNATIONAL	592688105	2126249	4.6223497006484226e-4	-	237335	USD
ES	EVERSOURCE ENERGY	30040W108	BVVN4Q8	4.6157667198262314e-4	-	4335156	USD
CTRA	COTERRA ENERGY INC	127097103	2162340	4.572378891679973e-4	-	8817976	USD
DG	DOLLAR GENERAL CORP	256677105	B5B1S13	4.5591131879019214e-4	-	2545363	USD
VRSK	VERISK ANALYTICS INC	92345Y106	B4P9W92	4.553128659881748e-4	-	1623146	USD
CFG	CITIZENS FINANCIAL GROUP	174610105	BQRX1X3	4.536970434227279e-4	-	4899953	USD
TPL	TEXAS PACIFIC LAND CORP	88262P102	BM99VY2	4.5048534671856806e-4	-	670964	USD
RJF	RAYMOND JAMES FINANCIAL INC	754730109	2718992	4.490690084204603e-4	-	2048548	USD
EXE	EXPAND ENERGY CORP	165167735	BMZ5LZ5	4.4793194809662735e-4	-	2763581	USD
FICO	FAIR ISAAC CORP	303250104	2330299	4.471140626005369e-4	-	275413	USD
STLD	STEEL DYNAMICS INC	858119100	2849472	4.4588723435640137e-4	-	1595212	USD
Q	QNITY ELECTRONICS INC	74743L100	BW1P234	4.4287502191958064e-4	-	2443601	USD
CINF	CINCINNATI FINANCIAL CORP	172062101	2196888	4.3696031339297576e-4	-	1813024	USD
ON	ON SEMICONDUCTOR	682189105	2583576	4.318834387891951e-4	-	4542156	USD
LYV	LIVE NATION ENTERTAINMENT IN	538034109	B0T7YX2	4.289410458459431e-4	-	1838403	USD
DXCM	DEXCOM INC	252131107	B0796X4	4.2320587315994345e-4	-	4438772	USD
CMS	CMS ENERGY CORP	125896100	2219224	4.227869561985313e-4	-	3549440	USD
PPG	PPG INDUSTRIES INC	693506107	2698470	4.222383744633487e-4	-	2594247	USD
ULTA	ULTA BEAUTY INC	90384S303	B28TS42	4.1954533685427056e-4	-	511448	USD
TSCO	TRACTOR SUPPLY COMPANY	892356106	2900335	4.1892693562551925e-4	-	6154123	USD
SYF	SYNCHRONY FINANCIAL	87165B103	BP96PS6	4.1843819917053844e-4	-	4006545	USD
OMC	OMNICOM GROUP	681919106	2279303	4.170118866590637e-4	-	3627099	USD
FIS	FIDELITY NATIONAL INFO SERV	31620M106	2769796	4.155057804406534e-4	-	6017441	USD
AVB	AVALONBAY COMMUNITIES INC	053484101	2131179	4.143088748366186e-4	-	1643571	USD
RF	REGIONS FINANCIAL CORP	7591EP100	B01R311	4.0276870997105055e-4	-	10002893	USD
LH	LABCORP HOLDINGS INC	504922105	BSBK800	4.0248943199677577e-4	-	965367	USD
PHM	PULTEGROUP INC	745867101	2708841	3.966146203236387e-4	-	2214685	USD
NI	NISOURCE INC	65473P105	2645409	3.9564712162704394e-4	-	5518537	USD
DRI	DARDEN RESTAURANTS INC	237194105	2289874	3.9173722998719717e-4	-	1327368	USD
VLTO	VERALTO CORP	92338C103	BPGMZQ5	3.898820263009434e-4	-	2896238	USD
CHD	CHURCH + DWIGHT CO INC	171340102	2195841	3.872089371185992e-4	-	2728025	USD
ARES	ARES MANAGEMENT CORP   A	03990B101	BF14BT1	3.860220057279314e-4	-	2386780	USD
STE	STERIS PLC	G8473T100	BFY8C75	3.835085039594585e-4	-	1140673	USD
DGX	QUEST DIAGNOSTICS INC	74834L100	2702791	3.8304969014457853e-4	-	1267535	USD
EFX	EQUIFAX INC	294429105	2319146	3.8105484747118733e-4	-	1387468	USD
WSM	WILLIAMS SONOMA INC	969904101	2967589	3.7930936013197e-4	-	1375659	USD
STZ	CONSTELLATION BRANDS INC A	21036P108	2170473	3.783817582888431e-4	-	1638258	USD
FSLR	FIRST SOLAR INC	336433107	B1HMF22	3.7791297026059615e-4	-	1239682	USD
HUM	HUMANA INC	444859102	2445063	3.777733312734588e-4	-	1396581	USD
SW	SMURFIT WESTROCK PLC	G8267P108	BRK49M5	3.7170900954634957e-4	-	6059326	USD
ALB	ALBEMARLE CORP	012653101	2046853	3.708312787700574e-4	-	1359249	USD
VRSN	VERISIGN INC	92343E102	2142922	3.6439791114837076e-4	-	950572	USD
EQR	EQUITY RESIDENTIAL	29476L107	2319157	3.605378905753588e-4	-	3960532	USD
CPAY	CORPAY INC	219948106	BMX5GK7	3.5980977299957103e-4	-	812814	USD
LDOS	LEIDOS HOLDINGS INC	525327102	BDV82B8	3.5502215058343215e-4	-	1488646	USD
CHRW	C.H. ROBINSON WORLDWIDE INC	12541W209	2116228	3.5479274367599214e-4	-	1377380	USD
CF	CF INDUSTRIES HOLDINGS INC	125269100	B0G4K50	3.5459325940865303e-4	-	1812477	USD
NTAP	NETAPP INC	64110D104	2630643	3.540746003135713e-4	-	2281536	USD
DLTR	DOLLAR TREE INC	256746108	2272476	3.5391501289970003e-4	-	2129886	USD
GIS	GENERAL MILLS INC	370334104	2367026	3.5306720476350876e-4	-	6207027	USD
LYB	LYONDELLBASELL INDU CL A	N53745100	B3SPXZ3	3.508828520361454e-4	-	2992233	USD
TROW	T ROWE PRICE GROUP INC	74144T108	2702337	3.503542187276967e-4	-	2550195	USD
EXPD	EXPEDITORS INTL WASH INC	302130109	2325507	3.435817278515336e-4	-	1557466	USD
WRB	WR BERKLEY CORP	084423102	2093644	3.424546417410676e-4	-	3431645	USD
SNA	SNAP ON INC	833034101	2818740	3.3816572999327646e-4	-	602739	USD
EVRG	EVERGY INC	30034W106	BFMXGR0	3.3744758663085565e-4	-	2682842	USD
KHC	KRAFT HEINZ CO/THE	500754106	BYRY499	3.3663967534813225e-4	-	9888489	USD
KEY	KEYCORP	493267108	2490911	3.361110420396835e-4	-	10809760	USD
BRO	BROWN + BROWN INC	115236101	2692687	3.3481439430197926e-4	-	3401019	USD
NVR	NVR INC	62944T105	2637785	3.344652968341358e-4	-	32831	USD
AMCR	AMCOR PLC	G0250X149	BV7DQ55	3.336274629113115e-4	-	5362390	USD
PKG	PACKAGING CORP OF AMERICA	695156109	2504566	3.331786233097985e-4	-	1031626	USD
DD	DUPONT DE NEMOURS INC	26614N102	BK0VN47	3.327198094949185e-4	-	4710030	USD
BR	BROADRIDGE FINANCIAL SOLUTIO	11133T103	B1VP7R6	3.3254027365431333e-4	-	1359743	USD
IP	INTERNATIONAL PAPER CO	460146103	2465254	3.324804283741116e-4	-	6099176	USD
LUV	SOUTHWEST AIRLINES CO	844741108	2831543	3.307349410348943e-4	-	5659324	USD
IFF	INTL FLAVORS + FRAGRANCES	459506101	2464165	3.277526512381744e-4	-	2954398	USD
CHTR	CHARTER COMMUNICATIONS INC A	16119P108	BZ6VT82	3.2773270281144046e-4	-	991306	USD
LEN	LENNAR CORP W/D	526057104	2511920	3.2745342483716573e-4	-	2507111	USD
LNT	ALLIANT ENERGY CORP	018802108	2973821	3.259373444053884e-4	-	2963779	USD
SBAC	SBA COMMUNICATIONS CORP	78410G104	BZ6TS23	3.247204903746198e-4	-	1238151	USD
TSN	TYSON FOODS INC CL A	902494103	2909730	3.2328420364977816e-4	-	3288931	USD
WST	WEST PHARMACEUTICAL SERVICES	955306105	2950482	3.2298497724876944e-4	-	835962	USD
L	LOEWS CORP	540424108	2523022	3.214190257501573e-4	-	1971694	USD
ZBH	ZIMMER BIOMET HOLDINGS INC	98956P102	2783815	3.2047147548029654e-4	-	2302961	USD
PFG	PRINCIPAL FINANCIAL GROUP	74251V102	2803014	3.198929711050131e-4	-	2323073	USD
WY	WEYERHAEUSER CO	962166104	2958936	3.095197892033788e-4	-	8366699	USD
BG	BUNGE GLOBAL SA	H11356104	BQ6BPG9	3.085223678666832e-4	-	1572789	USD
FTV	FORTIVE CORP	34959J108	BYT3MK1	3.082131672523076e-4	-	3606853	USD
MRNA	MODERNA INC	60770K107	BGSXTS3	3.0807352826517023e-4	-	4028227	USD
EL	ESTEE LAUDER COMPANIES CL A	518439104	2320524	3.0756484338345544e-4	-	2845419	USD
HPQ	HP INC	40434L105	BYX4D52	3.0599889188484336e-4	-	10563071	USD
LULU	LULULEMON ATHLETICA INC	550021109	B23FN39	3.043830693193965e-4	-	1253785	USD
PTC	PTC INC	69370C100	B95N910	3.0287696310098616e-4	-	1390216	USD
CSGP	COSTAR GROUP INC	22160N109	2262864	2.9882743247400197e-4	-	4932627	USD
HOLX	HOLOGIC INC	436440101	2433530	2.967228734535743e-4	-	2567532	USD
FFIV	F5 INC	315616102	2427599	2.938602742172579e-4	-	650200	USD
AKAM	AKAMAI TECHNOLOGIES INC	00971T101	2507457	2.9364084152318486e-4	-	1659487	USD
LVS	LAS VEGAS SANDS CORP	517834107	B02T2J7	2.935710220296162e-4	-	3535374	USD
SATS	ECHOSTAR CORP A	278768106	B2NC471	2.8746680344903907e-4	-	1559294	USD
BALL	BALL CORP	058498106	2073022	2.873969839554704e-4	-	3114203	USD
JBHT	HUNT (JB) TRANSPRT SVCS INC	445658107	2445416	2.8512286330780443e-4	-	873857	USD
CDW	CDW CORP/DE	12514G108	BBM5MD6	2.823101351383228e-4	-	1521202	USD
CNC	CENTENE CORP	15135B101	2807061	2.806244930793073e-4	-	5407117	USD
VTRS	VIATRIS INC	92556V106	BMWS3X9	2.798465044366847e-4	-	13430840	USD
INCY	INCYTE CORP	45337C102	2471950	2.772631831746431e-4	-	1923370	USD
ROL	ROLLINS INC	775711104	2747305	2.772631831746431e-4	-	3390773	USD
ESS	ESSEX PROPERTY TRUST INC	297178105	2316619	2.756772832492971e-4	-	741874	USD
GPN	GLOBAL PAYMENTS INC	37940X102	2712013	2.7486937196657366e-4	-	2751029	USD
TRMB	TRIMBLE INC	896239100	2903958	2.7355277580213546e-4	-	2749693	USD
TXT	TEXTRON INC	883203101	2885937	2.7219628278422946e-4	-	2002704	USD
HII	HUNTINGTON INGALLS INDUSTRIE	446413106	B40SSC9	2.720566437970921e-4	-	452484	USD
J	JACOBS SOLUTIONS INC	46982L108	BNGC0D3	2.707500218460208e-4	-	1379186	USD
KIM	KIMCO REALTY CORP	49446R109	2491594	2.6988226528309566e-4	-	7863863	USD
LII	LENNOX INTERNATIONAL INC	526107107	2442053	2.617333329622926e-4	-	368333	USD
APA	APA CORP	03743Q108	BNNF1C1	2.604965305047901e-4	-	4121095	USD
GPC	GENUINE PARTS CO	372460105	2367480	2.5818251300365624e-4	-	1605756	USD
PODD	INSULET CORP	45784P101	B1XGNW4	2.5773367340214325e-4	-	814343	USD
MAA	MID AMERICA APARTMENT COMM	59522J103	2589132	2.555692691015138e-4	-	1364196	USD
IEX	IDEX CORP	45167R104	2456612	2.5519024899356944e-4	-	869558	USD
TYL	TYLER TECHNOLOGIES INC	902252105	2909644	2.549109710192947e-4	-	500029	USD
NDSN	NORDSON CORP	655663102	2641838	2.5271664407856435e-4	-	618615	USD
PNR	PENTAIR PLC	G7S00T104	BLS09M3	2.522179334102166e-4	-	1901665	USD
DECK	DECKERS OUTDOOR CORP	243537107	2267278	2.517391711686027e-4	-	1631941	USD
INVH	INVITATION HOMES INC	46187W107	BD81GW9	2.483579128372046e-4	-	6537983	USD
COO	COOPER COS INC/THE	216648501	BQPDXR3	2.458743337088325e-4	-	2251695	USD
RL	RALPH LAUREN CORP	751212101	B4V9661	2.4171508673481186e-4	-	447921	USD
AVY	AVERY DENNISON CORP	053611109	2066408	2.376755303211947e-4	-	898212	USD
TKO	TKO GROUP HOLDINGS INC	87256C101	BQBBFD1	2.3671800583796693e-4	-	770138	USD
APTV	APTIV PLC	G3265R107	BTDN8H1	2.321198934758002e-4	-	2445546	USD
EG	EVEREST GROUP LTD	G3223R108	2556868	2.3138180168664547e-4	-	467352	USD
CLX	CLOROX COMPANY	189054109	2204026	2.237315800341902e-4	-	1404055	USD
BBY	BEST BUY CO INC	086516101	2094670	2.232029467257415e-4	-	2270392	USD
REG	REGENCY CENTERS CORP	758849103	2726177	2.230533335252372e-4	-	1917121	USD
ALLE	ALLEGION PLC	G0176J109	BFRT3W7	2.2025057956912258e-4	-	999459	USD
MKC	MCCORMICK + CO NON VTG SHRS	579780206	2550161	2.1757749038677835e-4	-	2941957	USD
PNW	PINNACLE WEST CAPITAL	723484101	2048804	2.1731816083923747e-4	-	1400219	USD
MAS	MASCO CORP	574599106	2570200	2.1677955331742186e-4	-	2336588	USD
HST	HOST HOTELS + RESORTS INC	44107P104	2567503	2.1608135838173495e-4	-	7400668	USD
HAS	HASBRO INC	418056107	2414580	2.102663919887996e-4	-	1538917	USD
FOXA	FOX CORP   CLASS A	35137L105	BJJMGL2	2.0573809912020156e-4	-	2302163	USD
GNRC	GENERAC HOLDINGS INC	368736104	B6197Q2	2.048005230637077e-4	-	673069	USD
ALGN	ALIGN TECHNOLOGY INC	016255101	2679204	2.0454119351616686e-4	-	774629	USD
SMCI	SUPER MICRO COMPUTER INC	86800U302	BRC3N73	2.0021238491490796e-4	-	5818224	USD
JKHY	JACK HENRY + ASSOCIATES INC	426281101	2469193	2.0010266856787144e-4	-	841106	USD
DOC	HEALTHPEAK PROPERTIES INC	42250P103	BJBLRK3	2.0007274592777057e-4	-	7990208	USD
DPZ	DOMINO S PIZZA INC	25754A201	B01SD70	1.9994308115400014e-4	-	361775	USD
SWK	STANLEY BLACK + DECKER INC	854502101	B3Q2FJ4	1.9664161652953769e-4	-	1807442	USD
GL	GLOBE LIFE INC	37959E102	BK6YKG1	1.9592347316711687e-4	-	914827	USD
AIZ	ASSURANT INC	04621X108	2331430	1.9406826948086304e-4	-	586857	USD
GDDY	GODADDY INC   CLASS A	380237107	BWFRFC6	1.9385881100015694e-4	-	1570265	USD
IT	GARTNER INC	366651107	2372763	1.9116577339107883e-4	-	807891	USD
IVZ	INVESCO LTD	G491BT108	B28XP76	1.9068701114946496e-4	-	5129086	USD
GEN	GEN DIGITAL INC	668771108	BJN4XN5	1.8578967238628956e-4	-	6495786	USD
UDR	UDR INC	902653104	2727910	1.844631020084844e-4	-	3524251	USD
SJM	JM SMUCKER CO/THE	832696405	2951452	1.8240841405489145e-4	-	1249605	USD
AES	AES CORP	00130H105	2002479	1.812214826642237e-4	-	8348269	USD
CPT	CAMDEN PROPERTY TRUST	133131102	2166320	1.799348091398864e-4	-	1197771	USD
ZBRA	ZEBRA TECHNOLOGIES CORP CL A	989207105	2989356	1.785683419086134e-4	-	563559	USD
RVTY	REVVITY INC	714046109	2305844	1.7526687728415096e-4	-	1304030	USD
UHS	UNIVERSAL HEALTH SERVICES B	913903100	2923785	1.7264365916864154e-4	-	634703	USD
TTD	TRADE DESK INC/THE  CLASS A	88339J105	BD8FDD1	1.719055673794868e-4	-	5116339	USD
SOLV	SOLVENTUM CORP	83444M101	BMTQB43	1.692923234773443e-4	-	1721018	USD
NWSA	NEWS CORP   CLASS A	65249B109	BBGVT40	1.6436506207406806e-4	-	4351420	USD
BLDR	BUILDERS FIRSTSOURCE INC	12008R107	B0BV2M7	1.6049506728768912e-4	-	1296626	USD
NCLH	NORWEGIAN CRUISE LINE HOLDIN	G66721104	B9CGTC3	1.5820099821328923e-4	-	5339839	USD
CRL	CHARLES RIVER LABORATORIES	159864107	2604336	1.5398190595906686e-4	-	575919	USD
BAX	BAXTER INTERNATIONAL INC	071813109	2085102	1.5370262798479207e-4	-	5991960	USD
WYNN	WYNN RESORTS LTD	983134107	2963811	1.5323383995654514e-4	-	976977	USD
MOS	MOSAIC CO/THE	61945C103	B3NPHP6	1.4999222061228443e-4	-	3696933	USD
FDS	FACTSET RESEARCH SYSTEMS INC	303075105	2329770	1.4958327786423925e-4	-	435158	USD
TECH	BIO TECHNE CORP	09073M104	BSHZ3Q0	1.4801732636562717e-4	-	1810506	USD
FRT	FEDERAL REALTY INVS TRUST	313745101	BN7P9B2	1.4758843519084805e-4	-	910330	USD
SWKS	SKYWORKS SOLUTIONS INC	83088M102	2961053	1.4365859512426737e-4	-	1765842	USD
BXP	BXP INC	101121101	2019479	1.330460321018262e-4	-	1705832	USD
CAG	CONAGRA BRANDS INC	205887102	2215460	1.3264706356714794e-4	-	5590915	USD
EPAM	EPAM SYSTEMS INC	29414B104	B44Z3T8	1.323877340196071e-4	-	640940	USD
BEN	FRANKLIN RESOURCES INC	354613101	2350684	1.3065222089375675e-4	-	3622994	USD
FOX	FOX CORP   CLASS B	35137L204	BJJMGY5	1.3053253033335326e-4	-	1614731	USD
AOS	SMITH (A.O.) CORP	831865209	2816023	1.300936649452072e-4	-	1307700	USD
HSIC	HENRY SCHEIN INC	806407102	2416962	1.2985428382440026e-4	-	1163013	USD
TAP	MOLSON COORS BEVERAGE CO   B	60871R209	B067BM3	1.2703158144155172e-4	-	1937057	USD
MGM	MGM RESORTS INTERNATIONAL	552953101	2547419	1.2299202502793452e-4	-	2187527	USD
ARE	ALEXANDRIA REAL ESTATE EQUIT	015271109	2009210	1.1935143714899558e-4	-	1803564	USD
POOL	POOL CORP	73278L105	2781585	1.1621953415177139e-4	-	379991	USD
HRL	HORMEL FOODS CORP	440452100	2437264	1.1490293798733321e-4	-	3412088	USD
ERIE	ERIE INDEMNITY COMPANY CL A	29530P102	2311711	1.1055418095934039e-4	-	292805	USD
DVA	DAVITA INC	23918K108	2898087	8.689534685292073e-5	-	378093	USD
BF-B	BROWN FORMAN CORP CLASS B	115637209	2146838	8.10105609664167e-5	-	1998991	USD
CPB	THE CAMPBELL S COMPANY	134429109	2162845	7.734005044737688e-5	-	2300731	USD
NWS	NEWS CORP   CLASS B	65249B208	BBGVT51	6.061329463099166e-5	-	1408498	USD
PSKY	PARAMOUNT SKYDANCE CL B	69932A204	BSNMNQ5	5.1297379346254747e-5	-	3627902	USD
